age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
35,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,113.0,1.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
58,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,64.0,1.0,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
50,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,mon,629.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
41,technician,married,professional.course,no,no,no,telephone,may,tue,92.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,technician,married,university.degree,no,yes,no,cellular,may,wed,147.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
32,student,single,university.degree,no,no,no,cellular,nov,thu,151.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
21,student,single,high.school,no,no,no,cellular,aug,tue,259.0,1.0,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,no
46,admin,divorced,basic.9y,unknown,no,no,telephone,may,wed,423.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,888.0,3.0,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
55,services,married,basic.9y,no,no,no,cellular,aug,wed,76.0,13.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,admin,single,high.school,no,yes,no,telephone,nov,mon,207.0,1.0,6,1,success,-1.1,94.767,-50.8,1.05,4963.6,no
30,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,wed,100.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
53,management,married,basic.4y,no,yes,no,cellular,nov,wed,63.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
35,management,married,university.degree,no,yes,no,cellular,nov,wed,265.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
46,services,married,professional.course,no,yes,no,telephone,may,tue,273.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,blue-collar,married,unknown,no,no,no,telephone,may,wed,85.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,261.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
42,services,married,high.school,unknown,yes,no,cellular,jul,mon,136.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32,technician,married,professional.course,no,no,no,cellular,jul,tue,711.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,fri,88.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
28,admin,married,university.degree,no,no,no,cellular,may,tue,72.0,3.0,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
24,services,single,university.degree,no,no,no,cellular,jul,thu,113.0,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
43,management,married,university.degree,unknown,yes,yes,cellular,apr,fri,307.0,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
30,admin,single,university.degree,no,yes,no,cellular,aug,mon,39.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
55,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,tue,63.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
51,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,64.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
22,student,single,high.school,no,no,yes,cellular,jul,fri,154.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
32,entrepreneur,single,university.degree,no,no,yes,cellular,nov,thu,126.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
43,admin,married,professional.course,unknown,no,no,cellular,jul,thu,127.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
39,management,married,basic.6y,unknown,no,no,telephone,jun,mon,156.0,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
52,blue-collar,divorced,unknown,no,no,no,cellular,jul,tue,111.0,8.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,technician,single,professional.course,no,yes,no,cellular,may,mon,202.0,3.0,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
59,retired,married,basic.4y,no,no,no,telephone,apr,tue,353.0,4.0,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
31,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,159.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
76,retired,single,basic.4y,no,no,no,cellular,nov,mon,347.0,4.0,6,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
44,unknown,single,basic.9y,unknown,yes,no,telephone,jun,mon,76.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
30,blue-collar,married,unknown,no,no,no,telephone,may,fri,85.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
32,services,married,high.school,unknown,no,no,telephone,jun,fri,174.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,unemployed,married,unknown,no,no,no,telephone,jun,fri,280.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,admin,single,university.degree,no,yes,no,cellular,aug,thu,686.0,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
59,retired,married,basic.4y,no,yes,no,cellular,aug,fri,94.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,225.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
33,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,474.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
53,services,married,high.school,unknown,yes,no,cellular,aug,thu,76.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
41,services,married,high.school,no,no,no,cellular,mar,wed,377.0,6.0,999,0,nonexistent,-1.8,92.843,-50,1.778,5099.1,yes
55,unknown,married,basic.4y,no,no,yes,cellular,jul,thu,185.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,121.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,technician,married,professional.course,no,no,no,cellular,jul,thu,126.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
31,services,married,high.school,unknown,no,no,cellular,jul,mon,160.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
53,management,married,university.degree,no,no,no,cellular,aug,mon,313.0,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,technician,single,professional.course,no,yes,no,cellular,may,thu,141.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
45,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,may,thu,219.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
34,housemaid,single,university.degree,no,no,no,telephone,jun,thu,267.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,admin,married,basic.9y,no,no,no,telephone,apr,mon,406.0,,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
36,self-employed,married,basic.9y,no,yes,yes,cellular,nov,thu,151.0,3.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
44,admin,married,high.school,no,no,no,telephone,may,wed,228.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
50,admin,divorced,university.degree,no,yes,no,cellular,aug,tue,73.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,admin,married,university.degree,no,yes,no,cellular,sep,fri,355.0,1.0,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,no
27,technician,married,professional.course,no,no,no,cellular,jul,thu,102.0,9.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,management,married,unknown,no,no,no,telephone,may,fri,97.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
25,technician,single,university.degree,no,yes,yes,telephone,jun,mon,,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
29,management,married,university.degree,no,yes,yes,cellular,aug,tue,116.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
44,admin,married,high.school,no,no,no,telephone,may,wed,83.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
57,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,473.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,admin,single,high.school,no,yes,no,cellular,jul,wed,605.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,self-employed,married,university.degree,no,yes,yes,cellular,aug,wed,585.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
57,technician,married,basic.9y,no,no,no,cellular,jul,tue,94.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,technician,married,professional.course,no,yes,no,cellular,jul,thu,255.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
54,admin,married,professional.course,no,no,no,cellular,nov,tue,1868.0,2.0,10,1,success,-1.1,94.767,-50.8,1.035,4963.6,yes
58,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,846.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,yes
29,admin,single,university.degree,unknown,yes,no,cellular,aug,tue,158.0,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
60,services,married,high.school,unknown,no,no,cellular,aug,tue,73.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
27,unemployed,single,university.degree,no,no,no,telephone,jun,wed,404.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
30,unemployed,married,high.school,no,yes,no,cellular,jul,tue,383.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,51.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
48,housemaid,married,high.school,no,no,no,telephone,jun,tue,87.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
35,admin,single,university.degree,no,no,no,cellular,aug,mon,167.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
46,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,mon,440.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,retired,unknown,basic.4y,no,no,no,telephone,may,tue,673.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,services,married,high.school,no,no,no,telephone,jun,mon,151.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
28,technician,single,high.school,no,yes,yes,cellular,apr,thu,48.0,4.0,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
34,services,married,high.school,unknown,yes,no,telephone,may,tue,309.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,236.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
30,admin,single,university.degree,no,yes,no,cellular,nov,tue,288.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
27,student,single,basic.9y,no,yes,no,cellular,aug,wed,111.0,1.0,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,no
23,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,87.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,193.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
59,management,married,basic.4y,unknown,yes,yes,telephone,may,tue,318.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,self-employed,single,university.degree,no,no,no,cellular,aug,mon,209.0,1.0,999,2,failure,-1.7,94.027,-38.3,0.898,4991.6,no
43,self-employed,married,basic.9y,no,no,no,telephone,may,wed,173.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
52,technician,married,high.school,no,yes,no,telephone,may,mon,503.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
26,housemaid,single,high.school,unknown,yes,yes,telephone,jul,thu,127.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,101.0,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,370.0,1.0,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
59,technician,married,professional.course,no,no,no,cellular,jun,thu,1207.0,4.0,999,1,failure,-1.7,94.055,-39.8,0.742,4991.6,yes
28,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,262.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,211.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,admin,married,professional.course,no,no,no,cellular,apr,fri,609.0,1.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
26,technician,single,university.degree,no,yes,no,cellular,jul,fri,806.0,3.0,6,2,success,-1.7,94.215,-40.3,0.861,4991.6,yes
40,management,married,university.degree,no,yes,no,cellular,aug,thu,77.0,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
56,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,335.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40,management,married,university.degree,no,yes,no,cellular,may,tue,459.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
29,admin,single,university.degree,no,yes,yes,telephone,may,wed,266.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
28,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,225.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
48,technician,single,unknown,unknown,no,no,telephone,may,thu,257.0,7.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
28,unemployed,single,university.degree,no,yes,no,cellular,may,mon,,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
33,technician,married,professional.course,no,no,no,telephone,may,thu,191.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
56,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,thu,82.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
57,retired,married,basic.9y,no,no,no,cellular,aug,tue,388.0,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
24,admin,single,high.school,unknown,yes,no,telephone,jul,thu,15.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
39,self-employed,married,university.degree,no,no,no,telephone,may,wed,17.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
40,blue-collar,married,unknown,no,yes,yes,telephone,may,mon,155.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,blue-collar,divorced,unknown,unknown,yes,no,telephone,jun,thu,339.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
25,admin,single,university.degree,no,no,no,telephone,jun,wed,188.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
36,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,951.0,3.0,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
48,admin,married,university.degree,no,yes,no,cellular,nov,wed,288.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
32,admin,single,university.degree,no,yes,no,cellular,aug,thu,206.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48,admin,married,university.degree,no,yes,yes,cellular,jul,fri,154.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,technician,married,university.degree,unknown,yes,no,telephone,may,wed,72.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
41,admin,divorced,high.school,no,no,no,telephone,may,tue,293.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,tue,141.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin,single,university.degree,no,yes,no,cellular,mar,mon,215.0,1.0,999,0,nonexistent,-1.8,93.369,-34.8,0.639,5008.7,yes
28,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,102.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
30,admin,married,university.degree,no,no,no,telephone,may,tue,178.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,admin,married,university.degree,no,yes,no,telephone,may,thu,461.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,tue,82.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,204.0,1.0,11,1,success,-1.8,92.893,-46.2,1.281,5099.1,no
46,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,tue,143.0,8.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
38,admin,divorced,university.degree,no,no,no,telephone,jun,fri,50.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
38,services,married,high.school,no,no,no,cellular,jul,thu,81.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,233.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
25,admin,married,university.degree,no,no,no,telephone,may,fri,56.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
29,admin,single,university.degree,unknown,yes,no,cellular,may,fri,104.0,10.0,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
60,technician,married,professional.course,unknown,no,no,telephone,jul,tue,55.0,15.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
57,services,married,high.school,no,yes,no,cellular,may,mon,126.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
36,admin,single,university.degree,no,no,no,cellular,aug,wed,142.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
54,admin,married,university.degree,no,no,no,cellular,jul,thu,9.0,5.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
25,self-employed,single,university.degree,no,no,no,telephone,may,tue,247.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
41,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,130.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
54,management,married,university.degree,no,yes,no,cellular,apr,tue,336.0,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
39,blue-collar,divorced,basic.6y,unknown,no,no,cellular,may,wed,101.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
55,entrepreneur,divorced,university.degree,unknown,no,no,cellular,may,fri,56.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
40,admin,married,high.school,no,no,no,telephone,may,mon,160.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,unemployed,married,university.degree,unknown,yes,no,telephone,may,tue,424.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
81,retired,married,basic.4y,no,no,no,cellular,may,mon,617.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
43,technician,divorced,professional.course,no,yes,no,cellular,may,mon,143.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
34,admin,married,high.school,no,yes,no,cellular,jun,wed,238.0,1.0,6,2,success,-1.7,94.055,-39.8,0.704,4991.6,yes
42,technician,married,high.school,no,yes,no,cellular,aug,tue,188.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
30,services,married,basic.6y,no,no,no,cellular,nov,tue,154.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
24,services,single,basic.9y,unknown,no,yes,telephone,jun,mon,222.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
51,unknown,married,unknown,unknown,yes,no,cellular,aug,fri,10.0,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
42,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,632.0,5.0,10,1,success,-1.8,92.893,-46.2,1.344,5099.1,no
51,self-employed,married,basic.4y,unknown,no,yes,telephone,may,wed,91.0,7.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
38,blue-collar,married,high.school,unknown,no,no,cellular,jul,mon,90.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,mon,187.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,admin,divorced,university.degree,unknown,no,no,telephone,aug,fri,86.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
44,admin,married,university.degree,unknown,no,no,telephone,may,fri,165.0,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
52,technician,married,basic.9y,no,yes,no,cellular,nov,fri,102.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
49,admin,married,university.degree,no,yes,no,telephone,may,mon,212.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,technician,married,professional.course,no,yes,no,telephone,may,tue,57.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
52,unknown,married,basic.6y,no,no,no,telephone,may,fri,54.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
32,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,73.0,4.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
27,services,married,high.school,no,no,no,cellular,jul,thu,184.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
44,admin,divorced,high.school,no,yes,no,cellular,may,tue,173.0,8.0,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
33,admin,single,university.degree,no,no,no,cellular,may,wed,6.0,7.0,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30,services,married,basic.9y,no,no,no,cellular,jul,tue,70.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,admin,single,university.degree,no,yes,no,cellular,jul,thu,96.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
36,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,tue,102.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
49,unemployed,married,high.school,no,yes,no,cellular,jul,wed,98.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,services,single,basic.4y,unknown,yes,yes,cellular,may,thu,106.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
48,technician,married,professional.course,no,yes,no,cellular,aug,fri,336.0,8.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,456.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,admin,married,high.school,no,yes,no,cellular,may,wed,293.0,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
52,management,married,university.degree,unknown,yes,yes,cellular,aug,thu,118.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
